reviewerID,asin,reviewerName,helpful,reviewText,overall,summary_x,unixReviewTime,reviewTime,row_id,sentiment,categories,keywords,summary_y
A1EQYR35KLTECN,B000RXPN02,animulvr,"[0, 0]","I think it's good but for wiping down after playing or for buffing after wax on my classical guitar bodies, I think I prefer the old flannel cloths instead. Micro-fiber seems to be slicker and generally did not feel that it was doing the job (mostly removing finger prints etc). Maybe it needs to wear out a bit or if it had a thicker nap to it.",4,NIce but not as good as the old flannel cloths.,1358035200,"01 13, 2013",5491,negative,,microfiber cloth | not effective | prefer flannel,Microfiber cloth feels too slick and ineffective at removing fingerprints compared to flannel.
A17IU5NX3UC84G,B000RY68PA,"Casby ""-Casby""","[0, 0]",Colors help keep track of what is going into where. And the build quality is solid. I was warned about the shielding but I haven't experienced an issues yet.,5,Solid build,1371772800,"06 21, 2013",5503,positive,Cable Quality,solid build quality | color coding | no shielding issues,Solid build quality with helpful color coding and no shielding problems experienced.
A1TYYT15KT9TDQ,B000RY68PA,Robert S.D.,"[1, 1]","I am no audio file, but these do the job and I like the colors.I did buy some more expensive Magami ones and I can't tell a difference.",5,i like them,1355875200,"12 19, 2012",5507,positive,Cable Quality | Value for Price,good performance | color options | matches expensive alternatives,Performs well with helpful colors and matches the quality of much more expensive cables.
A2U67NUNCRHVO7,B000RYE5Y6,Rytetone,"[1, 1]",These cable are perfect!! I've bought much more expensive cable that didn't have the quality of these. They even had velcro (re-useable tape to hold them 2 each).,5,Perfect amazing price!,1347840000,"09 17, 2012",5518,positive,Cable Quality,perfect cables | excellent quality | velcro tape included,"High-quality cables that exceed more expensive options, includes helpful velcro organization tape."
A39JMLMY96E8CP,B000RYPN38,Keith Weiner,"[0, 0]",They look nice and do the job perfectly well. The price is not too bad. The colours help with organization.,5,Works Great,1398384000,"04 25, 2014",5524,positive,Cable Quality | Value for Price,nice appearance | good price | color organization,Attractive cables at reasonable price that perform well and aid in cable organization.
A1YTMYDNMTQXLE,B000S5V510,Josh Koterba,"[9, 12]","Holy buckets of tone batman!Let me start by saying, I'm always on the quest for great amazing tone. I think it ends here. This pedal is absolutely remarkable. Built like a tank, I'm pretty sure it will out live me. Its full of sonic options.The overdrive has a level, tone and overdrive. Almost self explanatory except the tone is more of a presence knob and less of an EQ which is a total plus in my book. it also has a mini toggle for comp cut, fm, and vintage modes. The comp cut is more of a clean boost to push your amps front end, the fm is really transparent, and the vintage mode gets you that creamy midrange bite.Yes, this may be another tube screamer clone, but it's a darn great one.The added MOSFET circuitry toggle gives it a lovely growl your low-end fattening it up, if thats your cup of tea, while the standard leaves it more transparent. You should know this switch does effect the whole signal, not just that of the boost side.On to my only negative check on this pedal, the boost ONLY works when the OD is on. It is not a boost to be run in series with the overdrive, just additional circuitry to add more gain to your OD signal.Another great feature, this pedal can be run at different volts from 9v-18v.Running at standard 9v gets you easier breakup, whereas 18v will get you more headroom.This pedal won't be leaving my board, probably ever. If you're even thinking about it, just do it!!! You'll never regret it.",5,I'll own this pedal for years to come,1307404800,"06 7, 2011",5527,positive,Pedal Function | Build Quality | Sound Quality,excellent tone | built like tank | multiple sonic options,Remarkably well-built overdrive pedal with exceptional tone and extensive sonic capabilities.
A2TZAS3A5WIUJQ,B000SAC5PA,TomVestal,"[1, 2]","I'm very happy when I got this gig bag. Good quality and Thik cussion. Good enough to travel around this world with peace of mind.Best price with free shipping! That's good enough? Finish your serch and buy this one. I highly recomended this. PS.-this gig bag cannot fit full size guitar, OK?",5,Best quality in this price!,1292716800,"12 19, 2010",5537,positive,Build Quality | Durability,good quality | thick cushion | travel protection | best price | free shipping,"Excellent gig bag with thick cushion and great price, though it doesn't fit full-size guitars."
A2CMX45JPSCTUJ,B000SJJCX4,SoundSteeler,"[0, 1]","Not bad at all, this unit tunes really well, same as the Boss original, the only difference is that this one takes like 1 sec to respond after the pedal is activated, the Boss is instantaneous, other than that both units behave exactly the same. Some criticize this brand for making cheap clones but the truth is that they are making musicians on a budget a great favor, for those of you who do not want to spend $100 on a tuner this one is just perfect; since I am a collector I have other brands to compare (Boss, Korg, Fender...) and it is the same thing, it is as accurate as the Boss , at least mine is, and is a good mute switch also, I am happy with mine....",4,Behringer TU300 tuner...,1390521600,"01 24, 2014",5550,positive,Tuner Accuracy | Pedal Function,tunes really well | accurate as Boss | good mute switch | budget-friendly | 1 sec response time,Budget tuner pedal matches Boss accuracy with slight response lag but excellent value.
A2F42NSN3HKRCU,B000SZVYLQ,"Nicholas A. Douglas ""b4mvfan01""","[2, 2]","These pedals are great!! A friend of mine said I should buy other pedals because these pedals aren't manufactured by a very known brand name but I went with my own judgement and I was not disappointed with them. I have increased my speed a lot since I've gotten em and I can pedal songs like ""All Nightmare Long"" and ""Beast and the Harlot"" now =] great pedals. BUT, it takes time to develop speed so don't think the pedals suck just because you barely get em and you can't go all Jason Costa on em",5,Very Pleasing,1245283200,"06 18, 2009",5559,positive,Pedal Function,great pedals | increased speed | quality brand-agnostic | time to develop skill,Great pedals that improved playing speed; brand reputation shouldn't deter quality seekers.
A3SMT15X2QVUR8,B000SZVYLQ,"Victoria Tarrani ""writer, editor, artist, des...","[63, 63]","When I purchased this pedal from a local music store I wasn't even looking for a double pedal set, but for a replacement for the pedal that came with my Tama Stagestar kit. During my quest for a pedal that had the feel I wanted I sat behind a Pacific drum kit that had these pedals. At first I ignored the second bass pedal and played a bit with just the right pedal and hi-hat. I liked the feel of the right pedal and was about to ask if the store had it in a single pedal configuration when I decided to see what it was like playing double. Wow - it immediately expanded my range and opened up a plethora of possibilities.This pedal is nearly infinitely adjustable, especially cam rotation, spring tension, and beater offset. Most of the adjustments require a hex wrench, which is fairly standard for most modern single and double pedals. The left side slave pedal has a full floorplate, and the linkage rod that connects the right and left pedals will not bind at any angle I have tried. There is a slight lag on the left pedal, which is normal for any double pedal configuration, but you'll quickly compensate for that as you get used to a double pedal if you are moving from a single pedal.Before I purchased this particular model I tried out Tama's Iron Cobra, Pearl's Powershifter and a Gilbralter Avenger. I did not like the stiffness of the Iron Cobra, but did like the Pearl and Gibraltar pedals. It finally came down to either this or the Gibralter, which was slightly smoother, but significantly more expensive. I opted for best value without sacrificing performance or quality and am thrilled with this pedal.If you are moving from a single to double pedal configuration I strongly recommend that you give this one a serious look. More importantly, try out this pedal in a local store and compare it to other double models - selecting a bass pedal is a personal decision with many more factors than price, features and quality. It has to feel right. In addition, you will find that you will be using the double bass more than your hi-hat, which means that you will need to compensate. For that I recommend the Gibraltar hi-hat drop clutch (ASIN B0002F73YY), which will allow you to engage and disengage your hi-hat with ease. I have my hi-hats set for a slight opening in the normal closed position, but stepping on the hi-hat pedal - using the clutch - puts it in full play position. Tapping the lever on the clutch closes them again. This clutch is a perfect companion to a double bass pedal!",5,Competes with many high-end pedals,1101686400,"11 29, 2004",5561,positive,Pedal Function | Build Quality,highly adjustable | expanded range | best value | smooth performance | double bass capability,Excellent double pedal with extensive adjustability and great value compared to pricier alternatives.
